"Ticker","Name","Exchange"
"HUFRON=X","HUF/RON","CCY"
"DEMCHF=X","DEM/CHF","CCY"
"RUBTJS=X","RUB/TJS","CCY"
"CNYHUF=X","CNY/HUF","CCY"
"MYRILS=X","MYR/ILS","CCY"
"29134344=X","INR/BGN","CCY"
"GBPMNT=X","GBP/MNT","CCY"
"TNDIDR=X","TND/IDR","CCY"
"SEKCZK=X","SEK/CZK","CCY"
"KGSEUR=X","KGS/EUR","CCY"
"MZNJPY=X","MZN/JPY","CCY"
"29134345=X","ISK/CZK","CCY"
"EUR-GEL.F","EUR/GEL","FRA"
"RUBGBP=X","RUB/GBP","CCY"
"BHDXDR=X","BHD/XDR","CCY"
"NOKKES=X","NOK/KES","CCY"
"GHSSEK=X","GHS/SEK","CCY"
"JPYFJD=X","JPY/FJD","CCY"
"BWPSAR=X","BWP/SAR","CCY"
"TWDKRW=X","TWD/KRW","CCY"
"RONZAR=X","RON/ZAR","CCY"
"INRMYR=X","INR/MYR","CCY"
"JPYLAK=X","JPY/LAK","CCY"
"KESAED=X","KES/AED","CCY"
"19753825.SW","PALLADIUM 999.9","EBS"
"881343.IR","IEP/EUR FIXING","ISE"
"EURZAR=X","EUR/ZAR","CCY"
"ISKCHF=X","ISK/CHF","CCY"
"LSL=X","USD/LSL","CCY"
"GBPKYD=X","GBP/KYD","CCY"
"HKDJOD=X","HKD/JOD","CCY"
"RONILS=X","RON/ILS","CCY"
"CADKYD=X","CAD/KYD","CCY"
"JODRUB=X","JOD/RUB","CCY"
"LKREGP=X","LKR/EGP","CCY"
"ZARLKR=X","ZAR/LKR","CCY"
"RUBMDL=X","RUB/MDL","CCY"
"PLNLKR=X","PLN/LKR","CCY"
"CHFXDR=X","CHF/XDR","CCY"
"HU40.EX","STURM USA 40BN 10","EUX"
"OMRLTL=X","OMR/LTL","CCY"
"TNDISK=X","TND/ISK","CCY"
"SAREGP=X","SAR/EGP","CCY"
"BRLSGD=X","BRL/SGD","CCY"
"MADLTL=X","MAD/LTL","CCY"
"AUDFJD=X","AUD/FJD","CCY"
"EURSOS=X","EUR/SOS","CCY"
"SARLVL=X","SAR/LVL","CCY"
"CADKPW=X","CAD/KPW","CCY"
"CADPYG=X","CAD/PYG","CCY"
"SCREUR=X","SCR/EUR","CCY"
"SGDMAD=X","SGD/MAD","CCY"
"JPYBAM=X","JPY/BAM","CCY"
"BMDDKK=X","BMD/DKK","CCY"
"MADUSD=X","MAD/USD","CCY"
"CZKMXN=X","CZK/MXN","CCY"
"INMUA.PA","LYX.USA REAL VLI","PAR"
"SDGGBP=X","SDG/GBP","CCY"
"EURBDT=X","EUR/BDT","CCY"
"TRYEUR=X","TRY/EUR","CCY"
"ZAROMR=X","ZAR/OMR","CCY"
"SBDUSD=X","SBD/USD","CCY"
"OMRPKR=X","OMR/PKR","CCY"
"ISKEGP=X","ISK/EGP","CCY"
"HUFEGP=X","HUF/EGP","CCY"
"GHSZMW=X","GHS/ZMW","CCY"
"DKKHKD=X","DKK/HKD","CCY"
"CADAUD=X","CAD/AUD","CCY"
"CVEDKK=X","CVE/DKK","CCY"
"ISKQAR=X","ISK/QAR","CCY"
"HRKBAM=X","HRK/BAM","CCY"
"19752531.SW","GOLD 999.9/1000    ","EBS"
"AUDMUR=X","AUD/MUR","CCY"
"GBPIDR=X","GBP/IDR","CCY"
"CADAED=X","CAD/AED","CCY"
"SAREUR=X","SAR/EUR","CCY"
"SGDJOD=X","SGD/JOD","CCY"
"SARPKR=X","SAR/PKR","CCY"
"NOKKWD=X","NOK/KWD","CCY"
"THBAUD=X","THB/AUD","CCY"
"EGPMAD=X","EGP/MAD","CCY"
"SEKCHF=X","SEK/CHF","CCY"
"CHFVUV=X","CHF/VUV","CCY"
"29134332=X","BND/IDR","CCY"
"CADILS=X","CAD/ILS","CCY"
"EURDJF=X","EUR/DJF","CCY"
"BWPWST=X","BWP/WST","CCY"
"HKDBOB=X","HKD/BOB","CCY"
"HRKKWD=X","HRK/KWD","CCY"
"CADMYR=X","CAD/MYR","CCY"
"TMTUSD=X","TMT/USD","CCY"
"HKDVND=X","HKD/VND","CCY"
"CHFCNY=X","CHF/CNY","CCY"
"KWDMAD=X","KWD/MAD","CCY"
"GBPFJD=X","GBP/FJD","CCY"
"ALLCHF=X","ALL/CHF","CCY"
"AUDINR=X","AUD/INR","CCY"
"ZMWUSD=X","ZMW/USD","CCY"
"SGDBRL=X","SGD/BRL","CCY"
"PENMXN=X","PEN/MXN","CCY"
"CHFHTG=X","CHF/HTG","CCY"
"GHSKRW=X","GHS/KRW","CCY"
"JPYUAH=X","JPY/UAH","CCY"
"AMD=X","USD/AMD","CCY"
"NOKKRW=X","NOK/KRW","CCY"
"BWPMYR=X","BWP/MYR","CCY"
"ZARTHB=X","ZAR/THB","CCY"
"PHPGBP=X","PHP/GBP","CCY"
"CADUSD=X","CAD/USD","CCY"
"KESQAR=X","KES/QAR","CCY"
"SARCZK=X","SAR/CZK","CCY"
"JPYTND=X","JPY/TND","CCY"
"HG12.EX","STURM GOLF 10BN 12","EUX"
"CZKISK=X","CZK/ISK","CCY"
"EURMUR=X","EUR/MUR","CCY"
"LVLISK=X","LVL/ISK","CCY"
"GBPLKR=X","GBP/LKR","CCY"
"MURINR=X","MUR/INR","CCY"
"AEDKES=X","AED/KES","CCY"
"MOPUSD=X","MOP/USD","CCY"
"HUFTHB=X","HUF/THB","CCY"
"AFNCHF=X","AFN/CHF","CCY"
"PLNOMR=X","PLN/OMR","CCY"
"274702=X","GOLD 1 OZ","CCY"
"BSDCHF=X","BSD/CHF","CCY"
"SARISK=X","SAR/ISK","CCY"
"CADGTQ=X","CAD/GTQ","CCY"
"EUR-PHP.F","EUR/PHP","FRA"
"GHSWST=X","GHS/WST","CCY"
"KWDPHP=X","KWD/PHP","CCY"
"AUDLVL=X","AUD/LVL FIXING","CCY"
"MYRPHP=X","MYR/PHP","CCY"
"KESKRW=X","KES/KRW","CCY"
"PHP=X","USD/PHP","CCY"
"UGXRWF=X","UGX/RWF","CCY"
"ILS=X","USD/ILS","CCY"
"SARTND=X","SAR/TND","CCY"
"KWDMUR=X","KWD/MUR","CCY"
"EUR-CNH.F","EUR/CNH","FRA"
"SEKLVL=X","SEK/LVL FIXING","CCY"
"OMRPHP=X","OMR/PHP","CCY"
"RUBSGD=X","RUB/SGD","CCY"
"EUR-STD.F","EUR/STD","FRA"
"EUR-PEN.F","EUR/PEN","FRA"
"LYDUSD=X","LYD/USD","CCY"
"CHFKWD=X","CHF/KWD","CCY"
"EUR-KRW.F","EUR/KRW","FRA"
"HRKRSD=X","HRK/RSD","CCY"
"ENDK.IR","SCHLUSS-ZEIT D BOER","ISE"
"VEFCLP=X","VEF/CLP","CCY"
"LTLKRW=X","LTL/KRW","CCY"
"MDLUSD=X","MDL/USD","CCY"
"XF000EURCZK4.SG","EUR/CZK FIXING","STU"
"EURGTQ=X","EUR/GTQ","CCY"
"CHFMUR=X","CHF/MUR","CCY"
"MADTND=X","MAD/TND","CCY"
"AUDNOK=X","AUD/NOK","CCY"
"GBPXCD=X","GBP/XCD","CCY"
"IDRKRW=X","IDR/KRW","CCY"
"KESNOK=X","KES/NOK","CCY"
"RONSGD=X","RON/SGD","CCY"
"AUDAWG=X","AUD/AWG","CCY"
"USD=X","USD/USD","CCY"
"JPYKZT=X","JPY/KZT","CCY"
"SARQAR=X","SAR/QAR","CCY"
"SYPUSD=X","SYP/USD","CCY"
"OMRTND=X","OMR/TND","CCY"
"SARMXN=X","SAR/MXN","CCY"
"ILSCNY=X","ILS/CNY","CCY"
"CHFGNF=X","CHF/GNF","CCY"
"GYD=X","USD/GYD","CCY"
"INRMAD=X","INR/MAD","CCY"
"LTLNOK=X","LTL/NOK","CCY"
"ILSHKD=X","ILS/HKD","CCY"
"ISKCZK=X","ISK/CZK","CCY"
"DKKLTL=X","DKK/LTL","CCY"
"EUR-PGK.F","EUR/PGK","FRA"
"GBPXPF=X","GBP/XPF","CCY"
"BDTSEK=X","BDT/SEK","CCY"
"CHTIE.SW","TIEF.VORTAG","EBS"
"INRSAR=X","INR/SAR","CCY"
"EURTZS=X","EUR/TZS","CCY"
"PLNCHF=X","PLN/CHF","CCY"
"UGXHUF=X","UGX/HUF","CCY"
"CADVEF=X","CAD/VEF","CCY"
"PLNLBP=X","PLN/LBP","CCY"
"KWDJOD=X","KWD/JOD","CCY"
"BWPAED=X","BWP/AED","CCY"
"GBPLAK=X","GBP/LAK","CCY"
"KESTND=X","KES/TND","CCY"
"JPYITL=X","JPY/ITL","CCY"
"KWDNOK=X","KWD/NOK","CCY"
"GBPHKD=X","GBP/HKD","CCY"
"CHFCVE=X","CHF/CVE","CCY"
"JPYLSL=X","JPY/LSL","CCY"
"THBPEN=X","THB/PEN","CCY"
"GBPSDG=X","GBP/SDG","CCY"
"BOBCLP=X","BOB/CLP","CCY"
"SARAED=X","SAR/AED","CCY"
"TOPCHF=X","TOP/CHF","CCY"
"TJSUSD=X","TJS/USD","CCY"
"LTLNZD=X","LTL/NZD","CCY"
"DKKTHB=X","DKK/THB","CCY"
"AUDEGP=X","AUD/EGP","CCY"
"CNYPHP=X","CNY/PHP","CCY"
"HKDOMR=X","HKD/OMR","CCY"
"EUR-MRO.F","EUR/MRO","FRA"
"CHFTOP=X","CHF/TOP","CCY"
"CADSYP=X","CAD/SYP","CCY"
"GTQ=X","USD/GTQ","CCY"
"EURCHFFIX=X","EUR/CHF FIXING","CCY"
"MYRMXN=X","MYR/MXN","CCY"
"CADDKK=X","CAD/DKK","CCY"
"BWPRWF=X","BWP/RWF","CCY"
"NOKPLN=X","NOK/PLN","CCY"
"EURJOD=X","EUR/JOD","CCY"
"JPYSOS=X","JPY/SOS","CCY"
"JODZAR=X","JOD/ZAR","CCY"
"CADTND=X","CAD/TND","CCY"
"XCDEUR=X","XCD/EUR","CCY"
"JODKWD=X","JOD/KWD","CCY"
"AUDOMR=X","AUD/OMR","CCY"
"UGXTHB=X","UGX/THB","CCY"
"SEKAUD=X","SEK/AUD","CCY"
"CADFJD=X","CAD/FJD","CCY"
"CNYEUR=X","CNY/EUR","CCY"
"BRL=X","USD/BRL","CCY"
"HKDQAR=X","HKD/QAR","CCY"
"SARSGD=X","SAR/SGD","CCY"
"CZKJPY=X","CZK/JPY","CCY"
"EGPTND=X","EGP/TND","CCY"
"HKDAUD=X","HKD/AUD","CCY"
"EUR-USD.F","EUR/USD","FRA"
"NZDKRW=X","NZD/KRW","CCY"
"RUBILS=X","RUB/ILS","CCY"
"TJS=X","USD/TJS","CCY"
"TWDLTL=X","TWD/LTL","CCY"
"ILSIDR=X","ILS/IDR","CCY"
"EUR-MMK.F","EUR/MMK","FRA"
"BBDCHF=X","BBD/CHF","CCY"
"BRLKRW=X","BRL/KRW","CCY"
"29134371=X","VEF/UYU","CCY"
"ILSMXN=X","ILS/MXN","CCY"
"SAR=X","USD/SAR","CCY"
"DKKINR=X","DKK/INR","CCY"
"BRLEUR=X","BRL/EUR","CCY"
"OMRAED=X","OMR/AED","CCY"
"KWDPLN=X","KWD/PLN","CCY"
"GBPUYU=X","GBP/UYU","CCY"
"LTLQAR=X","LTL/QAR","CCY"
"UGXISK=X","UGX/ISK","CCY"
"CNYAED=X","CNY/AED","CCY"
"OMRHKD=X","OMR/HKD","CCY"
"MXNJOD=X","MXN/JOD","CCY"
"GBPTTD=X","GBP/TTD","CCY"
"CZKVEF=X","CZK/VEF","CCY"
"AUDKYD=X","AUD/KYD","CCY"
"DKKCAD=X","DKK/CAD","CCY"
"DKKRUB=X","DKK/RUB","CCY"
"PYGCOP=X","PYG/COP","CCY"
"DZDGBP=X","DZD/GBP","CCY"
"SGDPEN=X","SGD/PEN","CCY"
"UGXMWK=X","UGX/MWK","CCY"
"JPYWST=X","JPY/WST","CCY"
"GBPBAM=X","GBP/BAM","CCY"
"GIPDKK=X","GIP/DKK","CCY"
"PENCOP=X","PEN/COP","CCY"
"PLNDKK=X","PLN/DKK","CCY"
"EURXCD=X","EUR/XCD","CCY"
"SEKBRL=X","SEK/BRL","CCY"
"BDTCHF=X","BDT/CHF","CCY"
"LTLHKD=X","LTL/HKD","CCY"
"PHPJOD=X","PHP/JOD","CCY"
"CADNGN=X","CAD/NGN","CCY"
"ISKSAR=X","ISK/SAR","CCY"
"IACWE.PA","SPDR ACWE VLI","PAR"
"NOKIDR=X","NOK/IDR","CCY"
"DKKMXN=X","DKK/MXN","CCY"
"KYDEUR=X","KYD/EUR","CCY"
"CHFLYD=X","CHF/LYD","CCY"
"CHFBZD=X","CHF/BZD","CCY"
"QARCNY=X","QAR/CNY","CCY"
"PLNHUF=X","PLN/HUF","CCY"
"HKDMXN=X","HKD/MXN","CCY"
"JPYERN=X","JPY/ERN","CCY"
"BWPIDR=X","BWP/IDR","CCY"
"RONINR=X","RON/INR","CCY"
"BGNCZK=X","BGN/CZK","CCY"
"CZKIDR=X","CZK/IDR","CCY"
"EURLTL=X","EUR/LTL","CCY"
"TWDAUD=X","TWD/AUD","CCY"
"JPYBBD=X","JPY/BBD","CCY"
"QARJOD=X","QAR/JOD","CCY"
"CHFUYU=X","CHF/UYU","CCY"
"EURUSDCB.ME","EUR/USD","MCX"
"EUR-ANG.F","EUR/ANG","FRA"
"EURJPY=X","EUR/JPY","CCY"
"PENDKK=X","PEN/DKK","CCY"
"ILSGBP=X","ILS/GBP","CCY"
"ZARIDR=X","ZAR/IDR","CCY"
"KWDGBP=X","KWD/GBP","CCY"
"CADXAF=X","CAD/XAF","CCY"
"BWPXOF=X","BWP/XOF","CCY"
"KWDTHB=X","KWD/THB","CCY"
"EGPCAD=X","EGP/CAD","CCY"
"LTLPHP=X","LTL/PHP","CCY"
"AUDHNL=X","AUD/HNL","CCY"
"MOPEUR=X","MOP/EUR","CCY"
"HTGEUR=X","HTG/EUR","CCY"
"CLPVEF=X","CLP/VEF","CCY"
"ARSGBP=X","ARS/GBP","CCY"
"HUFBRL=X","HUF/BRL","CCY"
"JPYSBD=X","JPY/SBD","CCY"
"EURAMD=X","EUR/AMD","CCY"
"MXNLKR=X","MXN/LKR","CCY"
"SEKPLN=X","SEK/PLN","CCY"
"EURCNY=X","EUR/CNY","CCY"
"QARBHD=X","QAR/BHD","CCY"
"GBPSCR=X","GBP/SCR","CCY"
"HNLUSD=X","HNL/USD","CCY"
"JPYCNH=X","JPY/CNH","CCY"
"GDEPY.MDD","ELECT. PEAK.GER Y","MDD"
"GHSCNY=X","GHS/CNY","CCY"
"PLNZAR=X","PLN/ZAR","CCY"
"EURMGA=X","EUR/MGA","CCY"
"EURIQD=X","EUR/IQD","CCY"
"ISKKRW=X","ISK/KRW","CCY"
"TWDISK=X","TWD/ISK","CCY"
"UGXBDT=X","UGX/BDT","CCY"
"JPYNOK=X","JPY/NOK","CCY"
"GHSKES=X","GHS/KES","CCY"
"CHFSZL=X","CHF/SZL","CCY"
"ILSRUB=X","ILS/RUB","CCY"
"BRLXDR=X","BRL/XDR","CCY"
"19662920.SW","SILVER COINS 1/4 UZ","EBS"
"GLDUZ=X","GOLD 1 OZ","CCY"
"SARKRW=X","SAR/KRW","CCY"
"KGSCHF=X","KGS/CHF","CCY"
"OMRBHD=X","OMR/BHD","CCY"
"OMRHUF=X","OMR/HUF","CCY"
"EGPHUF=X","EGP/HUF","CCY"
"MKD=X","USD/MKD","CCY"
"SGDBWP=X","SGD/BWP","CCY"
"PLNKRW=X","PLN/KRW","CCY"
"PHPEGP=X","PHP/EGP","CCY"
"IEP=X","USD/IEP","CCY"
"29134337=X","CNY/CZK","CCY"
"MYR=X","USD/MYR","CCY"
"MXVUSD=X","MXV/USD","CCY"
"XF000EURRUB2.SG","EUR/RUB FIXING","STU"
"PLNTND=X","PLN/TND","CCY"
"EURNGN=X","EUR/NGN","CCY"
"PHPPLN=X","PHP/PLN","CCY"
"PKRAUD=X","PKR/AUD","CCY"
"EUR-EEK.F","EUR/EEK FIXING","FRA"
"CADMXN=X","CAD/MXN","CCY"
"SARLKR=X","SAR/LKR","CCY"
"TRYEGP=X","TRY/EGP","CCY"
"NIO=X","USD/NIO","CCY"
"CNYZAR=X","CNY/ZAR","CCY"
"EUR-ZMW.F","EUR/ZMW","FRA"
"SGDVEF=X","SGD/VEF","CCY"
"19753561.SW","SILBER 999/1000","EBS"
"TRYNOK=X","TRY/NOK","CCY"
"MXNXDR=X","MXN/XDR","CCY"
"PHPKES=X","PHP/KES","CCY"
"GMDCHF=X","GMD/CHF","CCY"
"BBDDKK=X","BBD/DKK","CCY"
"ETB=X","USD/ETB","CCY"
"MADMUR=X","MAD/MUR","CCY"
"EURLBP=X","EUR/LBP","CCY"
"DKKLKR=X","DKK/LKR","CCY"
"XCP=X","COPPER HIGHGRADE","CCY"
"HRKTHB=X","HRK/THB","CCY"
"HKDCNH=X","HKD/CNH","CCY"
"JPY=X","USD/JPY","CCY"
"RUBQAR=X","RUB/QAR","CCY"
"BAMGBP=X","BAM/GBP","CCY"
"HG10.EX","STURM GOLF 10BN 10","EUX"
"ILSKES=X","ILS/KES","CCY"
"UAH=X","USD/UAH","CCY"
"PLNCOP=X","PLN/COP","CCY"
"EURGMD=X","EUR/GMD","CCY"
"NOKLVL=X","NOK/LVL FIXING","CCY"
"LKRNZD=X","LKR/NZD","CCY"
"BWPAFN=X","BWP/AFN","CCY"
"GHSKYD=X","GHS/KYD","CCY"
"19753564.SW","SILBER 999.9/1000  ","EBS"
"PHPINR=X","PHP/INR","CCY"
"JPYMYR=X","JPY/MYR","CCY"
"GBPBYR=X","GBP/BYR","CCY"
"HKDPLN=X","HKD/PLN","CCY"
"MXNNZD=X","MXN/NZD","CCY"
"ARSUYU=X","ARS/UYU","CCY"
"EURNPR=X","EUR/NPR","CCY"
"CUPUSD=X","CUP/USD","CCY"
"OMRCNY=X","OMR/CNY","CCY"
"THBSAR=X","THB/SAR","CCY"
"RUBCAD=X","RUB/CAD","CCY"
"BWPNZD=X","BWP/NZD","CCY"
"JMDUSD=X","JMD/USD","CCY"
"QARTND=X","QAR/TND","CCY"
"LKRJOD=X","LKR/JOD","CCY"
"EURBGN=X","EUR/BGN","CCY"
"INRPHP=X","INR/PHP","CCY"
"LTLJPY=X","LTL/JPY","CCY"
"CHFNIO=X","CHF/NIO","CCY"
"NGNDKK=X","NGN/DKK","CCY"
"CHFUSD=X","CHF/USD","CCY"
"MXNBRL=X","MXN/BRL","CCY"
"GBPUSD=X","GBP/USD","CCY"
"GBPMOP=X","GBP/MOP","CCY"
"SARDKK=X","SAR/DKK","CCY"
"BWPTRY=X","BWP/TRY","CCY"
"GBPSZL=X","GBP/SZL","CCY"
"AUDILS=X","AUD/ILS","CCY"
"DKKUAH=X","DKK/UAH","CCY"
"SARJPY=X","SAR/JPY","CCY"
"KWDSGD=X","KWD/SGD","CCY"
"GBPBDT=X","GBP/BDT","CCY"
"EOCD.F","EUR/CAD FIXING","FRA"
"RUBIDR=X","RUB/IDR","CCY"
"AUDKWD=X","AUD/KWD","CCY"
"DKKGBP=X","DKK/GBP","CCY"
"OMRNZD=X","OMR/NZD","CCY"
"KESSEK=X","KES/SEK","CCY"
"EGPSEK=X","EGP/SEK","CCY"
"287642=X","PALLADIUM 1 UZ 999","CCY"
"JPYBND=X","JPY/BND","CCY"
"SEKXDR=X","SEK/XDR","CCY"
"CHFZWL=X","CHF/ZWL","CCY"
"UGXPHP=X","UGX/PHP","CCY"
"GBPJPY=X","GBP/JPY","CCY"
"QARISK=X","QAR/ISK","CCY"
"TNDGBP=X","TND/GBP","CCY"
"UYU=X","USD/UYU","CCY"
"ILSOMR=X","ILS/OMR","CCY"
"PENBRL=X","PEN/BRL","CCY"
"JPYLRD=X","JPY/LRD","CCY"
"HTGGBP=X","HTG/GBP","CCY"
"AEDMAD=X","AED/MAD","CCY"
"GHSILS=X","GHS/ILS","CCY"
"CADLAK=X","CAD/LAK","CCY"
"BWPKRW=X","BWP/KRW","CCY"
"ETBCHF=X","ETB/CHF","CCY"
"BZD=X","USD/BZD","CCY"
"GBPBOB=X","GBP/BOB","CCY"
"TNDAUD=X","TND/AUD","CCY"
"TRYMAD=X","TRY/MAD","CCY"
"BWPTOP=X","BWP/TOP","CCY"
"JPYCUP=X","JPY/CUP","CCY"
"XF000EURUSD6.SG","EUR/USD FIXING","STU"
"JPYIDR=X","JPY/IDR","CCY"
"KESINR=X","KES/INR CROSS","CCY"
"EURIRR=X","EUR/IRR","CCY"
"RUBKGS=X","RUB/KGS","CCY"
"ZARLVL=X","ZAR/LVL","CCY"
"SGDCAD=X","SGD/CAD","CCY"
"HG13.EX","HURRICANE FUTURES","EUX"
"INRMXN=X","INR/MXN","CCY"
"MXNILS=X","MXN/ILS","CCY"
"OMRSGD=X","OMR/SGD","CCY"
"JPYAOA=X","JPY/AOA","CCY"
"CADCHF=X","CAD/CHF","CCY"
"CZKSGD=X","CZK/SGD","CCY"
"CZKBND=X","CZK/BND","CCY"
"LVLKWD=X","LVL/KWD","CCY"
"CNYKES=X","CNY/KES","CCY"
"TMT=X","USD/TMT","CCY"
"KRWCRC=X","KRW/CRC","CCY"
"AEDIDR=X","AED/IDR","CCY"
"LTLRON=X","LTL/RON","CCY"
"EURBHD=X","EUR/BHD","CCY"
"EURSRD=X","EUR/SRD","CCY"
"HF30.EX","STURM FL 30BN 10","EUX"
"JPYBRL=X","JPY/BRL","CCY"
"283501=X","PALLADIUM 1UZ 999.5","CCY"
"BDT=X","USD/BDT","CCY"
"BNDDKK=X","BND/DKK","CCY"
"ILSAED=X","ILS/AED","CCY"
"EURCOP=X","EUR/COP","CCY"
"MURLVL=X","MUR/LVL","CCY"
"GHSIDR=X","GHS/IDR","CCY"
"EUR-NIO.F","EUR/NIO","FRA"
"BHDSAR=X","BHD/SAR","CCY"
"CHFGBP=X","CHF/GBP","CCY"
"BWPDKK=X","BWP/DKK","CCY"
"SVCCHF=X","SVC/CHF","CCY"
"AUDDKK=X","AUD/DKK","CCY"
"HKDNGN=X","HKD/NGN","CCY"
"XPFCAD=X","XPF/CAD","CCY"
"BRLNZD=X","BRL/NZD","CCY"
"LVLMUR=X","LVL/MUR","CCY"
"GBPMZN=X","GBP/MZN","CCY"
"GELGBP=X","GEL/GBP","CCY"
"QARSGD=X","QAR/SGD","CCY"
"JPYMWK=X","JPY/MWK","CCY"
"PKRKRW=X","PKR/KRW","CCY"
"TNDPHP=X","TND/PHP","CCY"
"CNHJPY=X","CNH/JPY","CCY"
"CNYOMR=X","CNY/OMR","CCY"
"BRLIDR=X","BRL/IDR","CCY"
"CHFRUB=X","CHF/RUB","CCY"
"ARSCHF=X","ARS/CHF","CCY"
"NOKCLP=X","NOK/CLP","CCY"
"29134348=X","MXN/VEF","CCY"
"MXNTRY=X","MXN/TRY","CCY"
"PLNRUB=X","PLN/RUB","CCY"
"RUBLTL=X","RUB/LTL","CCY"
"MUREGP=X","MUR/EGP","CCY"
"PHPAUD=X","PHP/AUD","CCY"
"LKRNOK=X","LKR/NOK","CCY"
"BRLARS=X","BRL/ARS","CCY"
"EURVND=X","EUR/VND","CCY"
"CHFXOF=X","CHF/XOF","CCY"
"ZARGHS=X","ZAR/GHS","CCY"
"ZAREUR=X","ZAR/EUR","CCY"
"ISKAUD=X","ISK/AUD","CCY"
"429714=X","EUR/SBD","CCY"
"PHPRUB=X","PHP/RUB","CCY"
"OMRJOD=X","OMR/JOD","CCY"
"JODEGP=X","JOD/EGP","CCY"
"ZARTRY=X","ZAR/TRY","CCY"
"RUBTMT=X","RUB/TMT","CCY"
"MYRNGN=X","MYR/NGN","CCY"
"EUR=X","USD/EUR","CCY"
"HKDUSD=X","HKD/USD","CCY"
"PLNBHD=X","PLN/BHD","CCY"
"JPYJOD=X","JPY/JOD","CCY"
"CUP=X","USD/CUP","CCY"
"TWDMAD=X","TWD/MAD","CCY"
"GBPUZS=X","GBP/UZS","CCY"
"ZARRUB=X","ZAR/RUB","CCY"
"KRWMAD=X","KRW/MAD","CCY"
"GBPHRK=X","GBP/HRK","CCY"
"TRYGBP=X","TRY/GBP","CCY"
"QARMAD=X","QAR/MAD","CCY"
"ZARNOK=X","ZAR/NOK","CCY"
"GHSAFN=X","GHS/AFN","CCY"
"JPYDOP=X","JPY/DOP","CCY"
"SGDHUF=X","SGD/HUF","CCY"
"CZKMAD=X","CZK/MAD","CCY"
"OCPF.EX","GBP/CHF","EUX"
"EUROMR=X","EUR/OMR","CCY"
"IQD=X","USD/IQD","CCY"
"JMDCHF=X","JMD/CHF","CCY"
"BNDUSD=X","BND/USD","CCY"
"CZKTND=X","CZK/TND","CCY"
"EURTND=X","EUR/TND","CCY"
"EUR-SDG.F","EUR/SDG","FRA"
"JPYSRD=X","JPY/SRD","CCY"
"NZDLKR=X","NZD/LKR","CCY"
"PHPISK=X","PHP/ISK","CCY"
"ZARHKD=X","ZAR/HKD","CCY"
"RONKRW=X","RON/KRW","CCY"
"CLFJPY=X","CLF/JPY","CCY"
"NAD=X","USD/NAD","CCY"
"CHFEGP=X","CHF/EGP","CCY"
"RUB=X","USD/RUB","CCY"
"VUVZWL=X","VUV/ZWL","CCY"
"NOKILS=X","NOK/ILS","CCY"
"AUDBRL=X","AUD/BRL","CCY"
"GBPPEN=X","GBP/PEN","CCY"
"GBPAWG=X","GBP/AWG","CCY"
"CADTWD=X","CAD/TWD","CCY"
"29134360=X","TRY/CZK","CCY"
"SZLUSD=X","SZL/USD","CCY"
"AUDISK=X","AUD/ISK","CCY"
"NZDDKK=X","NZD/DKK","CCY"
"PLNBDT=X","PLN/BDT","CCY"
"EGPZAR=X","EGP/ZAR","CCY"
"NGN=X","USD/NGN","CCY"
"BNDGBP=X","BND/GBP","CCY"
"THBJOD=X","THB/JOD","CCY"
"MXNSAR=X","MXN/SAR","CCY"
"GHSEGP=X","GHS/EGP","CCY"
"JPYNIO=X","JPY/NIO","CCY"
"19753424.SW","SILBER 999/1000","EBS"
"FSH1.EX","ITR HV SI NA REC FU","EUX"
"GBPEUR=X","GBP/EUR","CCY"
"GBPPYG=X","GBP/PYG","CCY"
"LKRMUR=X","LKR/MUR","CCY"
"CHFFJD=X","CHF/FJD","CCY"
"MYRHKD=X","MYR/HKD","CCY"
"JODMXN=X","JOD/MXN","CCY"
"INRAED=X","INR/AED","CCY"
"SEKLKR=X","SEK/LKR","CCY"
"ZARCNY=X","ZAR/CNY","CCY"
"CNYMUR=X","CNY/MUR","CCY"
"BWPPKR=X","BWP/PKR","CCY"
"CHFCOP=X","CHF/COP","CCY"
"SEKRUB=X","SEK/RUB","CCY"
"GHSBMD=X","GHS/BMD","CCY"
"CZKOMR=X","CZK/OMR","CCY"
"RUBPHP=X","RUB/PHP","CCY"
"OMRSAR=X","OMR/SAR","CCY"
"ZARINR=X","ZAR/INR","CCY"
"BWPPHP=X","BWP/PHP","CCY"
"SHPCHF=X","SHP/CHF","CCY"
"OMRQAR=X","OMR/QAR","CCY"
"ILSTWD=X","ILS/TWD","CCY"
"UGXCLP=X","UGX/CLP","CCY"
"GBPCVE=X","GBP/CVE","CCY"
"EURUYU=X","EUR/UYU","CCY"
"MURIDR=X","MUR/IDR","CCY"
"VUVEGP=X","VUV/EGP","CCY"
"INRUSD=X","INR/USD","CCY"
"287635=X","PLATIN 1 UZ 999.5","CCY"
"MXNAED=X","MXN/AED","CCY"
"VEFARS=X","VEF/ARS","CCY"
"EURCDF=X","EUR/CDF","CCY"
"EUR-RUB.F","EUR/RUB","FRA"
"EURRSD=X","EUR/RSD","CCY"
"KESIDR=X","KES/IDR","CCY"
"KRWMXN=X","KRW/MXN","CCY"
"PLNLVL=X","PLN/LVL FIXING","CCY"
"EGPOMR=X","EGP/OMR","CCY"
"KESGBP=X","KES/GBP","CCY"
