"Ticker","Name","Exchange"
"CNYSEK=X","CNY/SEK","CCY"
"BMD=X","USD/BMD","CCY"
"GHSMWK=X","GHS/MWK","CCY"
"GBPBMD=X","GBP/BMD","CCY"
"19753442.SW","SILBER 999/1000","EBS"
"TWDOMR=X","TWD/OMR","CCY"
"AUDTRY=X","AUD/TRY","CCY"
"KRW=X","USD/KRW","CCY"
"LYD=X","USD/LYD","CCY"
"NOKHUF=X","NOK/HUF","CCY"
"GHSEUR=X","GHS/EUR","CCY"
"ZMWCAD=X","ZMW/CAD","CCY"
"HUFTND=X","HUF/TND","CCY"
"EURXAF=X","EUR/XAF","CCY"
"BWPISK=X","BWP/ISK","CCY"
"PKRINR=X","PKR/INR","CCY"
"PHPNOK=X","PHP/NOK","CCY"
"MURCZK=X","MUR/CZK","CCY"
"HF32.EX","STURM FL 30BN 12","EUX"
"GDEPM.MDD","ELECT. PEAK.GER M","MDD"
"EUR-LTL.F","EUR/LTL","FRA"
"CHFTND=X","CHF/TND","CCY"
"EUR-LKR.F","EUR/LKR","FRA"
"JPYTMT=X","JPY/TMT","CCY"
"CHFNOK=X","CHF/NOK","CCY"
"TRYSAR=X","TRY/SAR","CCY"
"EUR-PKR.F","EUR/PKR","FRA"
"SGDBGN=X","SGD/BGN","CCY"
"CNHPHP=X","CNH/PHP","CCY"
"GBPHNL=X","GBP/HNL","CCY"
"EUR-SCR.F","EUR/SCR","FRA"
"CADQAR=X","CAD/QAR","CCY"
"BWPCLP=X","BWP/CLP","CCY"
"FKP=X","USD/FKP","CCY"
"CADMWK=X","CAD/MWK","CCY"
"KWDINR=X","KWD/INR","CCY"
"PLNINR=X","PLN/INR","CCY"
"RUBAED=X","RUB/AED","CCY"
"KWDNZD=X","KWD/NZD","CCY"
"THB=X","USD/THB","CCY"
"EURGEL=X","EUR/GEL","CCY"
"SYPSGD=X","SYP/SGD","CCY"
"LVLIDR=X","LVL/IDR","CCY"
"TNDCAD=X","TND/CAD","CCY"
"UGXAFN=X","UGX/AFN","CCY"
"NZDMYR=X","NZD/MYR","CCY"
"CADMOP=X","CAD/MOP","CCY"
"AUDCNH=X","AUD/CNH","CCY"
"MYRDKK=X","MYR/DKK","CCY"
"INRJPY=X","INR/JPY","CCY"
"HUFNOK=X","HUF/NOK","CCY"
"PLNRSD=X","PLN/RSD","CCY"
"CADDJF=X","CAD/DJF","CCY"
"UGXLKR=X","UGX/LKR","CCY"
"SDGUSD=X","SDG/USD","CCY"
"HUFLTL=X","HUF/LTL","CCY"
"FJDUSD=X","FJD/USD","CCY"
"SEKHUF=X","SEK/HUF","CCY"
"GBPHTG=X","GBP/HTG","CCY"
"EUR-CUP.F","EUR/CUP","FRA"
"EUR-ZMK.F","EUR/ZMK","FRA"
"JODILS=X","JOD/ILS","CCY"
"SARPHP=X","SAR/PHP","CCY"
"ZWL=X","USD/ZWL","CCY"
"CZKQAR=X","CZK/QAR","CCY"
"ISKZAR=X","ISK/ZAR","CCY"
"JPYKRW=X","JPY/KRW","CCY"
"NOKPKR=X","NOK/PKR","CCY"
"EURVUV=X","EUR/VUV","CCY"
"KYDGBP=X","KYD/GBP","CCY"
"INRTRY=X","INR/TRY","CCY"
"SGDEUR=X","SGD/EUR","CCY"
"NOKOMR=X","NOK/OMR","CCY"
"BWPCNH=X","BWP/CNH","CCY"
"SYPQAR=X","SYP/QAR","CCY"
"EGPJOD=X","EGP/JOD","CCY"
"SGDLBP=X","SGD/LBP","CCY"
"SGDCLP=X","SGD/CLP","CCY"
"GBPKHR=X","GBP/KHR","CCY"
"LTLTRY=X","LTL/TRY","CCY"
"BHDEUR=X","BHD/EUR","CCY"
"ARSDKK=X","ARS/DKK","CCY"
"ILSBRL=X","ILS/BRL","CCY"
"AUDMOP=X","AUD/MOP","CCY"
"KWDISK=X","KWD/ISK","CCY"
"LKRCNY=X","LKR/CNY","CCY"
"MXNARS=X","MXN/ARS","CCY"
"MXNKES=X","MXN/KES","CCY"
"19753401.SW","GOLD 999.9/1000    ","EBS"
"CHFMXN=X","CHF/MXN","CCY"
"CZKKES=X","CZK/KES","CCY"
"OMRNOK=X","OMR/NOK","CCY"
"EURSBD=X","EUR/SBD","CCY"
"LSLCHF=X","LSL/CHF","CCY"
"LVLJPY=X","LVL/JPY","CCY"
"NOKRON=X","NOK/RON","CCY"
"ISKTND=X","ISK/TND","CCY"
"29134364=X","UYU/CLP","CCY"
"EURBMD=X","EUR/BMD","CCY"
"UYUMXN=X","UYU/MXN","CCY"
"PHPDKK=X","PHP/DKK","CCY"
"EURMDL=X","EUR/MDL","CCY"
"29134331=X","ARS/VEF","CCY"
"BOBGBP=X","BOB/GBP","CCY"
"THBVEF=X","THB/VEF","CCY"
"GMD=X","USD/GMD","CCY"
"PHPTRY=X","PHP/TRY","CCY"
"HU50.EX","STURM USA 50BN 10","EUX"
"BMDUSD=X","BMD/USD","CCY"
"BNDIDR=X","BND/IDR","CCY"
"EUR-MDL.F","EUR/MDL","FRA"
"HNLEUR=X","HNL/EUR","CCY"
"INRJOD=X","INR/JOD","CCY"
"INRCNY=X","INR/CNY","CCY"
"SGDCOP=X","SGD/COP","CCY"
"GBPCDF=X","GBP/CDF","CCY"
"HU52.EX","STURM USA 50BN 12","EUX"
"HKDISK=X","HKD/ISK","CCY"
"HKDPKR=X","HKD/PKR","CCY"
"TRYLTL=X","TRY/LTL","CCY"
"AEDMUR=X","AED/MUR","CCY"
"CHFTJS=X","CHF/TJS","CCY"
"CLPBOB=X","CLP/BOB","CCY"
"GBPPGK=X","GBP/PGK","CCY"
"BWPCOP=X","BWP/COP","CCY"
"EURNIO=X","EUR/NIO","CCY"
"MURJPY=X","MUR/JPY","CCY"
"SGDXDR=X","SGD/XDR","CCY"
"JPYDKK=X","JPY/DKK","CCY"
"RONCZK=X","RON/CZK","CCY"
"GBPBZD=X","GBP/BZD","CCY"
"SEKQAR=X","SEK/QAR","CCY"
"LTLIDR=X","LTL/IDR","CCY"
"BWPQAR=X","BWP/QAR","CCY"
"CADSTD=X","CAD/STD","CCY"
"KPW=X","USD/KPW","CCY"
"MKDUSD=X","MKD/USD","CCY"
"KWDZAR=X","KWD/ZAR","CCY"
"LVLLKR=X","LVL/LKR","CCY"
"RUBMXN=X","RUB/MXN","CCY"
"LYDXDR=X","LYD/XDR","CCY"
"DKKKPW=X","DKK/KPW","CCY"
"EUR-FJD.F","EUR/FJD","FRA"
"MGA=X","USD/MGA","CCY"
"JODJPY=X","JOD/JPY","CCY"
"NZDKWD=X","NZD/KWD","CCY"
"CZKCOP=X","CZK/COP","CCY"
"THBILS=X","THB/ILS","CCY"
"CADNPR=X","CAD/NPR","CCY"
"BGNEUR=X","BGN/EUR","CCY"
"EUR-UGX.F","EUR/UGX","FRA"
"10366938.EX","STURM USA 20BN 10","EUX"
"MADCZK=X","MAD/CZK","CCY"
"RONGBP=X","RON/GBP","CCY"
"NOKBAM=X","NOK/BAM","CCY"
"JPYMVR=X","JPY/MVR","CCY"
"MURAUD=X","MUR/AUD","CCY"
"MADRUB=X","MAD/RUB","CCY"
"CNYCAD=X","CNY/CAD","CCY"
"ILSINR=X","ILS/INR","CCY"
"SGDSEK=X","SGD/SEK","CCY"
"HUFLKR=X","HUF/LKR","CCY"
"BRLPYG=X","BRL/PYG","CCY"
"EUR-PAB.F","EUR/PAB","FRA"
"VUVUYU=X","VUV/UYU","CCY"
"NZDISK=X","NZD/ISK","CCY"
"TTDEUR=X","TTD/EUR","CCY"
"CHFZMW=X","CHF/ZMW","CCY"
"JPYBGN=X","JPY/BGN","CCY"
"TWDLVL=X","TWD/LVL","CCY"
"CADMKD=X","CAD/MKD","CCY"
"BWPZWL=X","BWP/ZWL","CCY"
"MYRKRW=X","MYR/KRW","CCY"
"TZSINR=X","TZS/INR","CCY"
"SYP=X","USD/SYP","CCY"
"JPYRWF=X","JPY/RWF","CCY"
"JODLTL=X","JOD/LTL","CCY"
"PENGBP=X","PEN/GBP","CCY"
"EUR-MXN.F","EUR/MXN","FRA"
"QARMXN=X","QAR/MXN","CCY"
"ILSJPY=X","ILS/JPY","CCY"
"AEDPHP=X","AED/PHP","CCY"
"GMDEUR=X","GMD/EUR","CCY"
"LKRJPY=X","LKR/JPY","CCY"
"TWDTHB=X","TWD/THB","CCY"
"SCRDKK=X","SCR/DKK","CCY"
"BWPRUB=X","BWP/RUB","CCY"
"HF40.EX","STURM FL 40BN 10","EUX"
"SDG=X","USD/SDG","CCY"
"GBPTOP=X","GBP/TOP","CCY"
"CADMVR=X","CAD/MVR","CCY"
"MYRKWD=X","MYR/KWD","CCY"
"GBPSAR=X","GBP/SAR","CCY"
"MXN=X","USD/MXN","CCY"
"CHFSRD=X","CHF/SRD","CCY"
"GBPMWK=X","GBP/MWK","CCY"
"SGDOMR=X","SGD/OMR","CCY"
"THBNZD=X","THB/NZD","CCY"
"EURMRO=X","EUR/MRO","CCY"
"GBPXAF=X","GBP/XAF","CCY"
"CNYLTL=X","CNY/LTL","CCY"
"FJDAUD=X","FJD/AUD","CCY"
"EGPPHP=X","EGP/PHP","CCY"
"DKKEGP=X","DKK/EGP","CCY"
"SEKAMD=X","SEK/AMD","CCY"
"EUR-GTQ.F","EUR/GTQ","FRA"
"KESUSD=X","KES/USD","CCY"
"CZKBRL=X","CZK/BRL","CCY"
"AUDMXN=X","AUD/MXN","CCY"
"EGPCNY=X","EGP/CNY","CCY"
"JPYMGA=X","JPY/MGA","CCY"
"NIOUSD=X","NIO/USD","CCY"
"HUFKES=X","HUF/KES","CCY"
"SEKSGD=X","SEK/SGD","CCY"
"CHFHRK=X","CHF/HRK","CCY"
"29134368=X","VEF/ARS","CCY"
"GBPCNH=X","GBP/CNH","CCY"
"PLNJPY=X","PLN/JPY","CCY"
"TNDINR=X","TND/INR","CCY"
"EURTWD=X","EUR/TWD","CCY"
"JPYSAR=X","JPY/SAR","CCY"
"JPYKHR=X","JPY/KHR","CCY"
"JPYTTD=X","JPY/TTD","CCY"
"JPYUSD=X","JPY/USD","CCY"
"AUHOE.SW","HOEH.VORTAG","EBS"
"QARLKR=X","QAR/LKR","CCY"
"MXNDKK=X","MXN/DKK","CCY"
"HUFUAH=X","HUF/UAH","CCY"
"LTLZAR=X","LTL/ZAR","CCY"
"EUR-LBP.F","EUR/LBP","FRA"
"CADKMF=X","CAD/KMF","CCY"
"ILSEGP=X","ILS/EGP","CCY"
"GBPIQD=X","GBP/IQD","CCY"
"HUFAED=X","HUF/AED","CCY"
"KRWTWD=X","KRW/TWD","CCY"
"OMRCZK=X","OMR/CZK","CCY"
"BWPMOP=X","BWP/MOP","CCY"
"BYR=X","USD/BYR","CCY"
"NOKAUD=X","NOK/AUD","CCY"
"VUVMAD=X","VUV/MAD","CCY"
"AUDCOP=X","AUD/COP","CCY"
"BWPSEK=X","BWP/SEK","CCY"
"RUBTRY=X","RUB/TRY","CCY"
"PHPZAR=X","PHP/ZAR","CCY"
"EGPLKR=X","EGP/LKR","CCY"
"2108862=X","EUR/LTL FIXING","CCY"
"ISKHKD=X","ISK/HKD","CCY"
"GBPILS=X","GBP/ILS","CCY"
"CHFSBD=X","CHF/SBD","CCY"
"TNDPLN=X","TND/PLN","CCY"
"TWDNOK=X","TWD/NOK","CCY"
"29134372=X","XDR/NOK","CCY"
"NZDMXN=X","NZD/MXN","CCY"
"XF000EURCNY1.SG","EUR/CNY FIXING","STU"
"KWDPKR=X","KWD/PKR","CCY"
"EURGHS=X","EUR/GHS","CCY"
"CHFKMF=X","CHF/KMF","CCY"
"RSDCAD=X","RSD/CAD","CCY"
"VND=X","USD/VND","CCY"
"MYRCAD=X","MYR/CAD","CCY"
"MADHUF=X","MAD/HUF","CCY"
"CHFUGX=X","CHF/UGX","CCY"
"TWDCZK=X","TWD/CZK","CCY"
"CNHINR=X","CNH/INR","CCY"
"EURCAD=X","EUR/CAD","CCY"
"HRKAUD=X","HRK/AUD","CCY"
"CLPARS=X","CLP/ARS","CCY"
"JPYPLN=X","JPY/PLN","CCY"
"NOKXDR=X","NOK/XDR","CCY"
"EUR-MGA.F","EUR/MGA","FRA"
"EUR-HRK.F","EUR/HRK","FRA"
"CADCNY=X","CAD/CNY","CCY"
"FJDNZD=X","FJD/NZD","CCY"
"THBHKD=X","THB/HKD","CCY"
"LVLCHF=X","LVL/CHF","CCY"
"10366999.EX","STURM USA 40BN 10","EUX"
"GHSCZK=X","GHS/CZK","CCY"
"TNDCNY=X","TND/CNY","CCY"
"PKRJPY=X","PKR/JPY","CCY"
"JPYBWP=X","JPY/BWP","CCY"
"UGXCOP=X","UGX/COP","CCY"
"MXNCAD=X","MXN/CAD","CCY"
"CADLVL=X","CAD/LVL","CCY"
"KESPLN=X","KES/PLN","CCY"
"3017024.EX","ITR CR SI NA REC FU","EUX"
"SARINR=X","SAR/INR","CCY"
"CVE=X","USD/CVE","CCY"
"TRYINR=X","TRY/INR","CCY"
"GHSAUD=X","GHS/AUD","CCY"
"ILSMAD=X","ILS/MAD","CCY"
"NZDILS=X","NZD/ILS","CCY"
"BWPCNY=X","BWP/CNY","CCY"
"BHDNZD=X","BHD/NZD","CCY"
"IDR=X","USD/IDR","CCY"
"SGDBMD=X","SGD/BMD","CCY"
"29134373=X","ZAR/CLP","CCY"
"RONUAH=X","RON/UAH","CCY"
"CHFJPY=X","CHF/JPY","CCY"
"JODTHB=X","JOD/THB","CCY"
"AEDTWD=X","AED/TWD","CCY"
"11150067.DE","LONG-DAX INDEX","GER"
"ISKSEK=X","ISK/SEK","CCY"
"QARJPY=X","QAR/JPY","CCY"
"DKKBRL=X","DKK/BRL","CCY"
"KWDKES=X","KWD/KES","CCY"
"HRKCNY=X","HRK/CNY","CCY"
"RONCHF=X","RON/CHF","CCY"
"MXNKWD=X","MXN/KWD","CCY"
"19753440.SW","SILBER 999/1000","EBS"
"FGFX.EX","GOLD 1 UZ PM FIX","EUX"
"LSLUSD=X","LSL/USD","CCY"
"MXNTWD=X","MXN/TWD","CCY"
"HUFIDR=X","HUF/IDR","CCY"
"JODTRY=X","JOD/TRY","CCY"
"GBPISK=X","GBP/ISK","CCY"
"EUR-JOD.F","EUR/JOD","FRA"
"287639=X","PLATIN 1 UZ 999","CCY"
"19753828.SW","GOLD 999.9/1000    ","EBS"
"ISKPHP=X","ISK/PHP","CCY"
"QARKRW=X","QAR/KRW","CCY"
"PLNNOK=X","PLN/NOK","CCY"
"LRD=X","USD/LRD","CCY"
"QAROMR=X","QAR/OMR","CCY"
"CADCDF=X","CAD/CDF","CCY"
"JMDCAD=X","JMD/CAD","CCY"
"EUR-AZN.F","EUR/AZN","FRA"
"MURCNY=X","MUR/CNY","CCY"
"MURAED=X","MUR/AED","CCY"
"ISKMXN=X","ISK/MXN","CCY"
"INROMR=X","INR/OMR","CCY"
"MADDKK=X","MAD/DKK","CCY"
"MYRNZD=X","MYR/NZD","CCY"
"EUR-YER.F","EUR/YER","FRA"
"HUFCNY=X","HUF/CNY","CCY"
"QARNOK=X","QAR/NOK","CCY"
"LTLEGP=X","LTL/EGP","CCY"
"ILSQAR=X","ILS/QAR","CCY"
"GHSBWP=X","GHS/BWP","CCY"
"LKRTND=X","LKR/TND","CCY"
"NOKHKD=X","NOK/HKD","CCY"
"EUR-TZS.F","EUR/TZS","FRA"
"AWGGBP=X","AWG/GBP","CCY"
"MXNPHP=X","MXN/PHP","CCY"
"NOKLKR=X","NOK/LKR","CCY"
"ZARHUF=X","ZAR/HUF","CCY"
"JODCHF=X","JOD/CHF","CCY"
"LKRUSD=X","LKR/USD","CCY"
"TWDZAR=X","TWD/ZAR","CCY"
"AUDGTQ=X","AUD/GTQ","CCY"
"EUR-MUR.F","EUR/MUR","FRA"
"GTQCAD=X","GTQ/CAD","CCY"
"EURHUF=X","EUR/HUF","CCY"
"LSLGBP=X","LSL/GBP","CCY"
"SEKRON=X","SEK/RON","CCY"
"MADLKR=X","MAD/LKR","CCY"
"RSO.PA","COLESEED OIL","PAR"
"KRWHKD=X","KRW/HKD","CCY"
"NZDJOD=X","NZD/JOD","CCY"
"13750330.SW","CHINA GOLD TAEL","EBS"
"LTLBRL=X","LTL/BRL","CCY"
"DKKCLP=X","DKK/CLP","CCY"
"XF000EURNZD6.SG","EUR/NZD FIXING","STU"
"CHFHNL=X","CHF/HNL","CCY"
"RSDDKK=X","RSD/DKK","CCY"
"KWDLVL=X","KWD/LVL","CCY"
"CZKSAR=X","CZK/SAR","CCY"
"SEKTHB=X","SEK/THB","CCY"
"EURBTN=X","EUR/BTN","CCY"
"CZKNZD=X","CZK/NZD","CCY"
"JPYXPF=X","JPY/XPF","CCY"
"CHFGHS=X","CHF/GHS","CCY"
"CLPDKK=X","CLP/DKK","CCY"
"EUR-CRC.F","EUR/CRC","FRA"
"NZDPHP=X","NZD/PHP","CCY"
"GHSMOP=X","GHS/MOP","CCY"
"BWPGHS=X","BWP/GHS","CCY"
"DZDMAD=X","DZD/MAD","CCY"
"VEFBOB=X","VEF/BOB","CCY"
"CHFBYR=X","CHF/BYR","CCY"
"IDEBY.MDD","ELECTR BASELOAD Y","MDD"
"AEDILS=X","AED/ILS","CCY"
"AUDGBP=X","AUD/GBP","CCY"
"PYG=X","USD/PYG","CCY"
"KWDHKD=X","KWD/HKD","CCY"
"EURMMK=X","EUR/MMK","CCY"
"RUBNOK=X","RUB/NOK","CCY"
"GBPSVC=X","GBP/SVC","CCY"
"TWDTRY=X","TWD/TRY","CCY"
"BWPNOK=X","BWP/NOK","CCY"
"MZNUSD=X","MZN/USD","CCY"
"MYROMR=X","MYR/OMR","CCY"
"TRYISK=X","TRY/ISK","CCY"
"EURGBPFIX=X","EUR/GBP FIXING","CCY"
"GHSRSD=X","GHS/RSD","CCY"
"SARPLN=X","SAR/PLN","CCY"
"EODL.F","EUR/USD FIXING","FRA"
"CZKBHD=X","CZK/BHD","CCY"
"SGDPHP=X","SGD/PHP","CCY"
"MYRMUR=X","MYR/MUR","CCY"
"CZK=X","USD/CZK","CCY"
"PHPSAR=X","PHP/SAR","CCY"
"AUDMGA=X","AUD/MGA","CCY"
"MXNCLP=X","MXN/CLP","CCY"
"AUDCAD=X","AUD/CAD","CCY"
"INRKRW=X","INR/KRW","CCY"
"INRLTL=X","INR/LTL","CCY"
"BWPMWK=X","BWP/MWK","CCY"
"ARSAUD=X","ARS/AUD","CCY"
"JPYEUR=X","JPY/EUR","CCY"
"BWPRON=X","BWP/RON","CCY"
"UGXNGN=X","UGX/NGN","CCY"
"NZDCNH=X","NZD/CNH","CCY"
"PLNMXN=X","PLN/MXN","CCY"
"GHSKZT=X","GHS/KZT","CCY"
"XCDUSD=X","XCD/USD","CCY"
"AUDDOP=X","AUD/DOP","CCY"
"GBPMKD=X","GBP/MKD","CCY"
"DOPEUR=X","DOP/EUR","CCY"
"EUR-GMD.F","EUR/GMD","FRA"
"XOF=X","USD/XOF","CCY"
"PHPPKR=X","PHP/PKR","CCY"
"GMDUSD=X","GMD/USD","CCY"
"JPYBDT=X","JPY/BDT","CCY"
"19753443.SW","SILBER 999/1000","EBS"
"BND=X","USD/BND","CCY"
"JODHUF=X","JOD/HUF","CCY"
"JODMAD=X","JOD/MAD","CCY"
"AUDPLN=X","AUD/PLN","CCY"
"NOKMXN=X","NOK/MXN","CCY"
"JPYCHF=X","JPY/CHF","CCY"
"GBPEGP=X","GBP/EGP","CCY"
"19752528.SW","GOLD 999.9/1000    ","EBS"
"MXNGBP=X","MXN/GBP","CCY"
"AUDNZD=X","AUD/NZD","CCY"
"EUR-ISK.F","EUR/ISK","FRA"
"SGDLTL=X","SGD/LTL","CCY"
"QARLTL=X","QAR/LTL","CCY"
"ILSKRW=X","ILS/KRW","CCY"
"PENTHB=X","PEN/THB","CCY"
"NADUSD=X","NAD/USD","CCY"
"BWPGBP=X","BWP/GBP","CCY"
"XDR=X","USD/XDR","CCY"
"NGNTHB=X","NGN/THB","CCY"
"GDEBM.MDD","ELECT. BASE.GER M","MDD"
"LTLHRK=X","LTL/HRK","CCY"
"BWPUSD=X","BWP/USD","CCY"
"PLNILS=X","PLN/ILS","CCY"
"LTLRUB=X","LTL/RUB","CCY"
"GBPBND=X","GBP/BND","CCY"
"KWDRUB=X","KWD/RUB","CCY"
"BMS.PA","WHEAT","PAR"
"EUR-ARS.F","EUR/ARS","FRA"
"MADAED=X","MAD/AED","CCY"
"PLNBOB=X","PLN/BOB","CCY"
"RWF=X","USD/RWF","CCY"
"DKKKRW=X","DKK/KRW","CCY"
"UYUCOP=X","UYU/COP","CCY"
"TRYPHP=X","TRY/PHP","CCY"
"TWDRUB=X","TWD/RUB","CCY"
"29134346=X","KRW/CZK","CCY"
"JPYMXN=X","JPY/MXN","CCY"
"GBPBIF=X","GBP/BIF","CCY"
"MXNVEF=X","MXN/VEF","CCY"
"UGXRSD=X","UGX/RSD","CCY"
"EURSYP=X","EUR/SYP","CCY"
"EURZMW=X","EUR/ZMW","CCY"
"LTLJOD=X","LTL/JOD","CCY"
"OMRMXN=X","OMR/MXN","CCY"
"QARMUR=X","QAR/MUR","CCY"
"PHPILS=X","PHP/ILS","CCY"
"GBPSBD=X","GBP/SBD","CCY"
"EUR-ALL.F","EUR/ALL","FRA"
"RUBMAD=X","RUB/MAD","CCY"
"KESEUR=X","KES/EUR","CCY"
"CADXDR=X","CAD/XDR","CCY"
"MADTRY=X","MAD/TRY","CCY"
"CNYTRY=X","CNY/TRY","CCY"
"TNDSGD=X","TND/SGD","CCY"
"NZDPGK=X","NZD/PGK","CCY"
"JPYZMW=X","JPY/ZMW","CCY"
"EGPEUR=X","EGP/EUR","CCY"
"KRWUGX=X","KRW/UGX","CCY"
"PLNEGP=X","PLN/EGP","CCY"
"HRKRUB=X","HRK/RUB","CCY"
"GHSRON=X","GHS/RON","CCY"
"CHFKHR=X","CHF/KHR","CCY"
"JPYCZK=X","JPY/CZK","CCY"
"UGXXOF=X","UGX/XOF","CCY"
"ZARKWD=X","ZAR/KWD","CCY"
"AEDCAD=X","AED/CAD","CCY"
"LVLQAR=X","LVL/QAR","CCY"
"SEKMXN=X","SEK/MXN","CCY"
"NOKCNY=X","NOK/CNY","CCY"
"HKDRUB=X","HKD/RUB","CCY"
"INRAUD=X","INR/AUD","CCY"
"GHSJOD=X","GHS/JOD","CCY"
"MURMAD=X","MUR/MAD","CCY"
"JPYMOP=X","JPY/MOP","CCY"
"CHFMWK=X","CHF/MWK","CCY"
"MXNEUR=X","MXN/EUR","CCY"
"DKKRSD=X","DKK/RSD","CCY"
"JPYBYR=X","JPY/BYR","CCY"
"NOKCAD=X","NOK/CAD","CCY"
"GHSJPY=X","GHS/JPY","CCY"
"PENCLP=X","PEN/CLP","CCY"
"HKDCOP=X","HKD/COP","CCY"
"GHSTHB=X","GHS/THB","CCY"
"QARCAD=X","QAR/CAD","CCY"
"BTNUSD=X","BTN/USD","CCY"
"EURLAK=X","EUR/LAK","CCY"
"MURPLN=X","MUR/PLN","CCY"
"SGDTHB=X","SGD/THB","CCY"
"MXNPEN=X","MXN/PEN","CCY"
"JPYINR=X","JPY/INR","CCY"
"TRYAUD=X","TRY/AUD","CCY"
"COPJPY=X","COP/JPY","CCY"
"NOKJPY=X","NOK/JPY","CCY"
"MADSAR=X","MAD/SAR","CCY"
"JPYAWG=X","JPY/AWG","CCY"
"MYRARS=X","MYR/ARS","CCY"
"MXNEGP=X","MXN/EGP","CCY"
"PHPQAR=X","PHP/QAR","CCY"
"EGPKWD=X","EGP/KWD","CCY"
"GBPZAR=X","GBP/ZAR","CCY"
"CADPHP=X","CAD/PHP","CCY"
"HUFQAR=X","HUF/QAR","CCY"
"PKRUSD=X","PKR/USD","CCY"
"EUR-TMT.F","EUR/TMT","FRA"
"VEFUSD=X","VEF/USD","CCY"
"LKRMAD=X","LKR/MAD","CCY"
"EUR-XCD.F","EUR/XCD","FRA"
"CLPTHB=X","CLP/THB","CCY"
"GIPUSD=X","GIP/USD","CCY"
"LVLINR=X","LVL/INR","CCY"
"EUR-JMD.F","EUR/JMD","FRA"
"MXNAUD=X","MXN/AUD","CCY"
"BWPCZK=X","BWP/CZK","CCY"
"GIP=X","USD/GIP","CCY"
"ZARKRW=X","ZAR/KRW","CCY"
"GHSCLP=X","GHS/CLP","CCY"
"AEDCZK=X","AED/CZK","CCY"
"JPYNGN=X","JPY/NGN","CCY"
"IRR=X","USD/IRR","CCY"
"UGXRUB=X","UGX/RUB","CCY"
"HKDTHB=X","HKD/THB","CCY"
"GBPGYD=X","GBP/GYD","CCY"
"TNDTWD=X","TND/TWD","CCY"
"SGDGHS=X","SGD/GHS","CCY"
"HF50.EX","STURM FL 50BN 10","EUX"
"BHDJPY=X","BHD/JPY","CCY"
"LRDUSD=X","LRD/USD","CCY"
"MADCNY=X","MAD/CNY","CCY"
"NZDGBP=X","NZD/GBP","CCY"
"VEFBRL=X","VEF/BRL","CCY"
"CHFXCD=X","CHF/XCD","CCY"
"MYREUR=X","MYR/EUR","CCY"
"HU32.EX","STURM USA 30BN 2012","EUX"
"CADETB=X","CAD/ETB","CCY"
"DOPGBP=X","DOP/GBP","CCY"
"MURNZD=X","MUR/NZD","CCY"
"EUR-BOB.F","EUR/BOB","FRA"
"KWDMXN=X","KWD/MXN","CCY"
"AUDHKD=X","AUD/HKD","CCY"
"OMRAUD=X","OMR/AUD","CCY"
"IACWE.NX","SPDR ACWE VLI","ENX"
"EURVEF=X","EUR/VEF","CCY"
"JPYGIP=X","JPY/GIP","CCY"
"29134330=X","ARS/CLP","CCY"
"CNYSAR=X","CNY/SAR","CCY"
"KHR=X","USD/KHR","CCY"
"EUR-MYR.F","EUR/MYR","FRA"
"NZDCHF=X","NZD/CHF","CCY"
"GHSTWD=X","GHS/TWD","CCY"
"ERNUSD=X","ERN/USD","CCY"
"GBPVND=X","GBP/VND","CCY"
"AUDUGX=X","AUD/UGX","CCY"
"RONJPY=X","RON/JPY","CCY"
"29134335=X","CLP/UYU","CCY"
"JPYCVE=X","JPY/CVE","CCY"
"SARRUB=X","SAR/RUB","CCY"
"JPYIRR=X","JPY/IRR","CCY"
"MADJOD=X","MAD/JOD","CCY"
"19753566.SW","SILBER 999/1000","EBS"
"GHSTZS=X","GHS/TZS","CCY"
"AEDPKR=X","AED/PKR","CCY"
"AEDTHB=X","AED/THB","CCY"
"BRLINR=X","BRL/INR","CCY"
"JPYARS=X","JPY/ARS","CCY"
"EURQAR=X","EUR/QAR","CCY"
"JPYIQD=X","JPY/IQD","CCY"
"RON=X","USD/RON","CCY"
"ZARSCR=X","ZAR/SCR","CCY"
"EUR-HNL.F","EUR/HNL","FRA"
"HKDBWP=X","HKD/BWP","CCY"
"AEDKRW=X","AED/KRW","CCY"
"ZARANG=X","ZAR/ANG","CCY"
"AFNEUR=X","AFN/EUR","CCY"
"THBZWL=X","THB/ZWL","CCY"
"LKRRUB=X","LKR/RUB","CCY"
"CADXCD=X","CAD/XCD","CCY"
"AEDLTL=X","AED/LTL","CCY"
"LKRAUD=X","LKR/AUD","CCY"
"PLNSGD=X","PLN/SGD","CCY"
"JPYLYD=X","JPY/LYD","CCY"
"EUR-MWK.F","EUR/MWK","FRA"
"ZARPKR=X","ZAR/PKR","CCY"
"BWPEUR=X","BWP/EUR","CCY"
"BWPBGN=X","BWP/BGN","CCY"
"LKRTHB=X","LKR/THB","CCY"
"GBPBHD=X","GBP/BHD","CCY"
"EGPQAR=X","EGP/QAR","CCY"
"VUVCLP=X","VUV/CLP","CCY"
"CHFPLN=X","CHF/PLN","CCY"
"ZARAED=X","ZAR/AED","CCY"
"PLNKWD=X","PLN/KWD","CCY"
"NOKZAR=X","NOK/ZAR","CCY"
"CZKXDR=X","CZK/XDR","CCY"
"LTLEUR=X","LTL/EUR","CCY"
"HKDSAR=X","HKD/SAR","CCY"
